marker	mapped_alignments.CRH01	mapped_alignments.CRH02	mapped_alignments.CRH03	mapped_alignments.CRH04	mapped_alignments.CRH05	samples_supported	minimum_count	total_count	gene
anura-05537_phf2-ex2	1004	255	472	1031	869	5	255	3631	phf2
anura-02402_abca2-ex3	734	255	389	959	895	5	255	3232	abca2
ranoidea-00163_fam114a2-ex2	829	254	357	1232	936	5	254	3608	fam114a2
anura-06108_uce-6382	881	254	505	909	682	5	254	3231	uce-6382
anura-01535_htt-ex1	622	253	316	463	512	5	253	2166	htt
anura-06211_uce-7778	439	253	374	527	439	5	253	2032	uce-7778
anura-00776_dock7-ex5	512	253	428	257	580	5	253	2030	dock7
anura-03683_anapc1-ex3	2475	252	854	1536	1786	5	252	6903	anapc1
anura-05070_sp2-ex2	2053	252	383	1828	1428	5	252	5944	sp2
anura-01210_cxorf58-ex1	717	252	420	832	723	5	252	2944	cxorf58
ranoidea-04170_acly-ex1	795	316	252	830	502	5	252	2695	acly
anura-05260_vps11-ex3	483	309	252	310	328	5	252	1682	vps11
anura-00501_lgalsl-ex2	870	251	725	925	1092	5	251	3863	lgalsl
anura-00505_ehbp1l	404	251	458	447	518	5	251	2078	ehbp1l
anura-01012_tbc1d241-ex2	2413	250	726	1736	2357	5	250	7482	tbc1d241
ranoidea-00122_adamts7-ex1	1287	250	466	1409	1544	5	250	4956	adamts7
ranoidea-01407_wsb2-ex4	711	351	250	673	494	5	250	2479	wsb2
anura-05176_rfc3-ex1	483	250	567	794	324	5	250	2418	rfc3
ranoidea-01303_clstn3-ex3	292	250	692	514	356	5	250	2104	clstn3
anura-00075_ints8-ex4	492	284	512	250	522	5	250	2060	ints8
ranoidea-07328_uce-0198	419	249	301	491	419	5	249	1879	uce-0198
ranoidea-02930_hsd17b7-ex3	1420	248	424	797	573	5	248	3462	hsd17b7
anura-02167_thtpa	763	265	248	759	684	5	248	2719	thtpa
ranoidea-03440_ahcyl1-ex3	422	248	335	747	738	5	248	2490	ahcyl1
anura-06068_uce-5806	499	247	413	959	494	5	247	2612	uce-5806
anura-04237_sptbn4-ex3	1393	362	246	1376	1302	5	246	4679	sptbn4
anura-01020_xetrov90023622mg-ex1	573	246	461	831	647	5	246	2758	xetrov90023622mg
anura-06119_uce-6550	634	246	521	623	717	5	246	2741	uce-6550
ranoidea-04407_trib1	505	253	246	414	804	5	246	2222	trib1
anura-01236_cyp2u1-ex1	1048	245	351	1619	1238	5	245	4501	cyp2u1
anura-00963_dhx57-ex6	245	304	377	707	694	5	245	2327	dhx57
ranoidea-05638_herc2-ex5	376	245	304	556	586	5	245	2067	herc2
anura-06008_uce-5087	425	245	286	364	374	5	245	1694	uce-5087
anura-05675_uce-0520	596	244	478	644	517	5	244	2479	uce-0520
ranoidea-07341_uce-2028	628	244	432	595	439	5	244	2338	uce-2028
anura-04042_naif1	1309	242	488	1492	1009	5	242	4540	naif1
ranoidea-03956_cux2-ex2	1332	319	242	996	1358	5	242	4247	cux2
ranoidea-03422_ccdc191	945	242	521	1004	783	5	242	3495	ccdc191
ranoidea-00671_sytl5	527	242	503	1228	588	5	242	3088	sytl5
anura-04843_cept1-ex2	623	242	460	976	634	5	242	2935	cept1
anura-05392_fnip1-ex1	655	242	244	747	471	5	242	2359	fnip1
anura-05877_uce-3244	574	242	317	621	400	5	242	2154	uce-3244
ranoidea-00901_cep170b-ex1	4808	241	416	4254	3489	5	241	13208	cep170b
ranoidea-01385_anon-1285	1211	241	543	1349	874	5	241	4218	anon-1285
anura-05653_uce-0200	652	241	410	618	553	5	241	2474	uce-0200
anura-04857_ints10	628	240	441	626	677	5	240	2612	ints10
anura-01771_tmf1-ex2	2745	238	336	2030	1711	5	238	7060	tmf1
anura-02048_tubgcp2-ex5	1068	238	558	1171	897	5	238	3932	tubgcp2
anura-04316_tubgcp5-ex2	815	309	238	1257	1196	5	238	3815	tubgcp5
anura-00256_cobll1l	724	238	459	795	829	5	238	3045	cobll1l
ranoidea-07388_uce-7823	559	238	238	564	481	5	238	2080	uce-7823
anura-00911_dpepe	756	237	547	500	876	5	237	2916	dpepe
anura-03242_lamb1-ex5	380	237	394	1194	534	5	237	2739	lamb1
ranoidea-05527_rbm22-ex2	723	237	473	447	544	5	237	2424	rbm22
anura-02497_taf6l-ex4	506	237	386	426	372	5	237	1927	taf6l
anura-05664_uce-0353	353	237	403	368	342	5	237	1703	uce-0353
anura-02506_loc100216027	3537	236	341	3529	3364	5	236	11007	loc100216027
anura-05815_uce-2474	795	236	554	888	498	5	236	2971	uce-2474
anura-05763_uce-1660	686	236	368	708	596	5	236	2594	uce-1660
anura-05786_uce-2007	526	236	416	457	501	5	236	2136	uce-2007
anura-01001_anon-1235	2293	235	298	2289	2364	5	235	7479	anon-1235
ranoidea-07121_anon-3089	1704	338	235	1237	1778	5	235	5292	anon-3089
anura-02282_mpdz-ex5	610	235	445	630	503	5	235	2423	mpdz
anura-04058_scfd2l-ex1	235	284	387	596	450	5	235	1952	scfd2l
anura-05240_plekha4-ex2	2346	296	234	2942	1990	5	234	7808	plekha4
anura-04451_ntn4-ex2	1460	233	304	1466	843	5	233	4306	ntn4
anura-05923_mycbp2-ex2	487	233	382	383	416	5	233	1901	mycbp2
anura-00376_uso1-ex1	1104	232	319	1269	870	5	232	3794	uso1
ranoidea-03678_loc100496476	589	232	271	673	1334	5	232	3099	loc100496476
anura-05649_uce-0166	601	232	584	652	452	5	232	2521	uce-0166
anura-05704_uce-0882	484	232	309	487	415	5	232	1927	uce-0882
anura-05651_klhl29	363	232	349	557	352	5	232	1853	klhl29
ranoidea-02782_b3gnt6	4085	231	581	3688	5366	5	231	13951	b3gnt6
ranoidea-06730_loc108716664	1068	342	231	1199	512	5	231	3352	loc108716664
anura-02525_rps6ka4	558	231	270	779	293	5	231	2131	rps6ka4
ranoidea-07300_c11orf68	1617	230	312	1458	1485	5	230	5102	c11orf68
anura-05399_usp24-ex1	555	230	372	292	450	5	230	1899	usp24
ranoidea-06451_ubr1	1329	229	506	1155	951	5	229	4170	ubr1
ranoidea-05835_emsy-ex1	1062	229	250	1059	682	5	229	3282	emsy
ranoidea-06088_loc100485534-ex2	725	229	329	618	702	5	229	2603	loc100485534
anura-02706_depdc5-ex2	961	227	323	1071	739	5	227	3321	depdc5
ranoidea-02888_atf7-ex2	307	227	302	342	457	5	227	1635	atf7
anura-02462_cep76-ex4	450	247	227	251	355	5	227	1530	cep76
anura-05856_uce-2943	441	226	315	508	436	5	226	1926	uce-2943
anura-02079_sec31b-ex3	1049	225	455	1129	923	5	225	3781	sec31b
ranoidea-06040_alg3-ex2	1144	225	238	1087	997	5	225	3691	alg3
anura-04695_ascc3l-ex1	1191	225	264	947	699	5	225	3326	ascc3l
ranoidea-05877_abhd15-ex1	2015	223	490	2299	2009	5	223	7036	abhd15
ranoidea-07046_vps13d-ex17	1613	223	553	1724	2203	5	223	6316	vps13d
anura-03469_wdr35-ex4	1397	223	369	1855	1253	5	223	5097	wdr35
anura-06024_prrc2b-ex7	467	223	424	426	405	5	223	1945	prrc2b
anura-06231_map4k4	552	222	274	528	520	5	222	2096	map4k4
ranoidea-00979_mief2	454	273	222	581	391	5	222	1921	mief2
anura-02029_wdr19l-ex1	398	222	339	380	239	5	222	1578	wdr19l
anura-05767_uce-1783	691	221	437	772	571	5	221	2692	uce-1783
ranoidea-05400_znf408	2323	220	488	2536	2403	5	220	7970	znf408
ranoidea-01692_hspb1-ex1	610	220	360	511	469	5	220	2170	hspb1
ranoidea-03457_blzf1l	378	220	378	346	226	5	220	1548	blzf1l
anura-01374_anon-1399	5442	219	394	568	406	5	219	7029	anon-1399
anura-04102_spryd4s	955	219	265	1256	916	5	219	3611	spryd4s
anura-03564_kpna3	851	219	478	1111	750	5	219	3409	kpna3
ranoidea-03652_mgc108117l	1066	219	222	226	415	5	219	2148	mgc108117l
anura-05956_uce-4309	580	219	381	490	399	5	219	2069	uce-4309
anura-03579_rad54b-ex4	650	218	250	1064	972	5	218	3154	rad54b
anura-04751_phactr2-ex2	218	225	465	528	390	5	218	1826	phactr2
anura-05482_map3k13	1654	235	217	1583	1864	5	217	5553	map3k13
ranoidea-02925_dnaaf2	1878	468	216	1756	2215	5	216	6533	dnaaf2
ranoidea-00020_atp11b-ex2	1028	216	343	748	510	5	216	2845	atp11b
ranoidea-04198_klhdc4-ex3	742	391	216	635	668	5	216	2652	klhdc4
anura-00393_epg5-ex8	215	348	706	605	251	5	215	2125	epg5
anura-00484_loc105947918	2243	229	214	2256	2720	5	214	7662	loc105947918
anura-00736_phc3	1726	214	591	1676	1147	5	214	5354	phc3
anura-04208_nek4s	1105	214	586	1197	328	5	214	3430	nek4s
anura-02999_dohh-ex3	790	2745	213	728	544	5	213	5020	dohh
anura-04789_selo-ex1	605	213	323	1348	1026	5	213	3515	selo
anura-02643_kansl3-ex5	1279	213	355	485	1093	5	213	3425	kansl3
anura-05882_uce-3331	516	213	403	508	740	5	213	2380	uce-3331
anura-02939_kdm1a-ex2	284	213	333	385	441	5	213	1656	kdm1a
anura-05954_uce-4295	213	224	262	285	268	5	213	1252	uce-4295
ranoidea-03350_jade2	993	223	211	952	885	5	211	3264	jade2
anura-00219_b3galt6	699	386	211	512	481	5	211	2289	b3galt6
anura-03799_myo5bl	232	211	228	230	218	5	211	1119	myo5bl
ranoidea-06347_pcnt-ex5	2568	237	210	1901	2599	5	210	7515	pcnt
anura-01565_nek8-ex4	701	210	271	564	579	5	210	2325	nek8
ranoidea-03465_exoc4-ex1	461	210	469	576	393	5	210	2109	exoc4
anura-05891_uce-3470	401	210	395	451	363	5	210	1820	uce-3470
anura-02431_itpr3-ex5	816	208	420	902	832	5	208	3178	itpr3
ranoidea-02994_lck-ex1	301	208	233	704	502	5	208	1948	lck
anura-05890_uce-3463	230	208	338	421	370	5	208	1567	uce-3463
anura-04823_fnbp1-ex2	821	207	448	871	972	5	207	3319	fnbp1
anura-02459_slmo1	618	207	397	633	522	5	207	2377	slmo1
anura-05750_uce-1450	437	207	267	417	421	5	207	1749	uce-1450
anura-02695_coq5-ex2	1508	215	206	1847	1452	5	206	5228	coq5
ranoidea-07289_ampd2-ex5	1415	206	538	576	942	5	206	3677	ampd2
anura-05650_uce-0169	522	206	409	436	377	5	206	1950	uce-0169
ranoidea-06962_l2hgdh-ex4	393	324	206	546	217	5	206	1686	l2hgdh
ranoidea-04866_flna-ex2	307	221	248	206	397	5	206	1379	flna
ranoidea-04429_mettl9	888	382	205	983	693	5	205	3151	mettl9
ranoidea-01113_hectd4-ex3	614	205	378	617	478	5	205	2292	hectd4
ranoidea-01763_ar-ex1	1248	204	669	1270	1268	5	204	4659	ar
anura-01707_tox3-ex2	956	204	300	939	860	5	204	3259	tox3
anura-04867_sdc3	359	203	237	311	394	5	203	1504	sdc3
anura-02290_pter-ex2	2065	202	598	1722	1620	5	202	6207	pter
anura-00991_kiaa0368-ex9	854	202	234	521	663	5	202	2474	kiaa0368
ranoidea-01386_loc100497007	785	202	333	578	538	5	202	2436	loc100497007
anura-01276_loc100485014	540	202	355	637	529	5	202	2263	loc100485014
anura-04653_lrp8-ex2	462	202	549	487	355	5	202	2055	lrp8
ranoidea-02171_cacna1d-ex1	3006	201	286	1246	1287	5	201	6026	cacna1d
ranoidea-01987_tbccd1-ex1	1030	201	269	937	786	5	201	3223	tbccd1
anura-05832_uce-2662	507	201	345	529	332	5	201	1914	uce-2662
ranoidea-01185_apaf1-ex1	593	201	224	437	450	5	201	1905	apaf1
anura-06067_uce-5803	444	201	371	414	452	5	201	1882	uce-5803
anura-01891_serpinc1-ex1	1199	200	323	531	1023	5	200	3276	serpinc1
anura-06169_uce-7190	497	200	355	545	387	5	200	1984	uce-7190
ranoidea-00407_dhx29-ex1	274	200	223	460	436	5	200	1593	dhx29
anura-05872_dclk2	348	200	282	372	310	5	200	1512	dclk2
anura-02339_fam214b	1783	199	367	1315	1859	5	199	5523	fam214b
ranoidea-01874_polr1a-ex2	1158	199	487	1089	998	5	199	3931	polr1a
anura-01739_phr-ex1	745	199	426	1158	876	5	199	3404	phr
anura-01209_zfx	808	199	302	548	930	5	199	2787	zfx
anura-06195_prkce1	503	279	342	199	263	5	199	1586	prkce1
ranoidea-04414_pus7l	1785	323	198	1226	1146	5	198	4678	pus7l
ranoidea-04509_anon-2262	1138	198	331	1133	669	5	198	3469	anon-2262
anura-04462_pipox-ex1	1087	238	198	719	811	5	198	3053	pipox
ranoidea-05876_tmem5-ex2	855	198	342	530	910	5	198	2835	tmem5
anura-00698_edem2-ex1	1246	198	265	320	782	5	198	2811	edem2
anura-05746_uce-1419	441	198	357	419	440	5	198	1855	uce-1419
ranoidea-04550_rprd2-ex3	266	198	226	326	446	5	198	1462	rprd2
anura-06123_uce-6588	302	198	269	360	238	5	198	1367	uce-6588
anura-03418_sugct	1370	197	212	1269	1085	5	197	4133	sugct
anura-02623_hspg2-ex5	653	197	215	704	276	5	197	2045	hspg2
anura-04737_abhd14a-ex2	647	285	196	695	569	5	196	2392	abhd14a
anura-03355_rdh8	552	196	586	595	381	5	196	2310	rdh8
ranoidea-06377_foxred2-ex2	492	282	196	876	251	5	196	2097	foxred2
anura-05806_uce-2350	318	196	308	335	264	5	196	1421	uce-2350
anura-00861_loc100145161-ex2	375	196	281	254	304	5	196	1410	loc100145161
anura-05726_uce-1172	254	196	264	326	314	5	196	1354	uce-1172
anura-04501_vegfc	1081	195	264	886	848	5	195	3274	vegfc
anura-05637_uce-0016	731	195	318	789	796	5	195	2829	uce-0016
ranoidea-04868_hcfc1-ex2	375	195	376	414	315	5	195	1675	hcfc1
anura-05752_uce-1474	383	195	261	397	230	5	195	1466	uce-1474
ranoidea-01832_loc100145516-ex2	1691	194	505	1576	1831	5	194	5797	loc100145516
ranoidea-04456_anon-2250	988	239	194	497	464	5	194	2382	anon-2250
anura-01807_pole-ex16	757	193	199	1195	1237	5	193	3581	pole
anura-04549_loc101732899	977	193	193	454	484	5	193	2301	loc101732899
anura-00251_fam169a-ex3	650	193	287	525	461	5	193	2116	fam169a
anura-03040_dtnbl	429	193	215	679	474	5	193	1990	dtnbl
ranoidea-02933_dnah12-ex1	530	193	300	509	407	5	193	1939	dnah12
ranoidea-06473_anon-2885	193	274	398	258	633	5	193	1756	anon-2885
anura-02374_ifih1-ex4	472	202	193	415	381	5	193	1663	ifih1
anura-05640_uce-0044	409	193	365	240	264	5	193	1471	uce-0044
ranoidea-06259_anon-2810	704	192	575	568	618	5	192	2657	anon-2810
ranoidea-01247_efr3al	469	192	379	483	814	5	192	2337	efr3al
anura-01005_cnot11	513	192	250	555	545	5	192	2055	cnot11
ranoidea-03590_mrps28	242	192	470	307	479	5	192	1690	mrps28
anura-01730_pigtl-ex3	402	192	285	275	313	5	192	1467	pigtl
ranoidea-01668_slc24a5	1422	191	468	1158	1137	5	191	4376	slc24a5
ranoidea-06318_tubgcp6-ex1	731	191	230	629	689	5	191	2470	tubgcp6
anura-05875_uce-3214	352	191	340	442	378	5	191	1703	uce-3214
ranoidea-05448_thumpd1	306	191	394	288	322	5	191	1501	thumpd1
anura-04513_heatr5b-ex17	553	190	216	512	453	5	190	1924	heatr5b
anura-03911_mmp28-ex2	1246	189	433	1204	1044	5	189	4116	mmp28
ranoidea-03774_anon-2036	821	189	380	970	1049	5	189	3409	anon-2036
anura-05976_uce-4586	309	189	290	377	299	5	189	1464	uce-4586
ranoidea-02024_kiaa0100-ex4	1362	188	319	1303	1287	5	188	4459	kiaa0100
anura-05024_smarcad1	837	188	394	973	1088	5	188	3480	smarcad1
anura-03174_nfx1-ex3	520	188	301	1580	663	5	188	3252	nfx1
anura-05253_pi4k2b	557	188	310	648	437	5	188	2140	pi4k2b
ranoidea-03738_anon-2023	392	218	419	188	385	5	188	1602	anon-2023
ranoidea-04079_serinc5-ex3	245	236	188	420	295	5	188	1384	serinc5
anura-06149_fign-ex2	296	188	191	338	332	5	188	1345	fign
anura-00389_nipbl-ex3	522	187	281	578	485	5	187	2053	nipbl
anura-03475_bbs9-ex3	510	187	440	390	448	5	187	1975	bbs9
ranoidea-01680_cadm4	899	186	380	821	874	5	186	3160	cadm4
anura-03735_sbf1-ex5	552	186	427	674	623	5	186	2462	sbf1
ranoidea-06589_ddb1-ex7	586	186	282	372	372	5	186	1798	ddb1
anura-05864_uce-3069	433	186	393	349	394	5	186	1755	uce-3069
anura-02248_dnajc22	1793	185	455	1831	2045	5	185	6309	dnajc22
anura-05188_sugp1-ex2	1465	185	378	1483	1709	5	185	5220	sugp1
anura-01504_hmgxb3-ex3	892	185	330	887	876	5	185	3170	hmgxb3
anura-00575_dgcr14-ex1	596	225	185	560	459	5	185	2025	dgcr14
anura-05762_uce-1650	546	184	273	567	290	5	184	1860	uce-1650
anura-01257_ano1-ex2	1546	183	699	1478	1631	5	183	5537	ano1
anura-04561_aldh5a1-ex1	456	183	493	739	700	5	183	2571	aldh5a1
anura-00422_anon-1020	783	183	288	524	692	5	183	2470	anon-1020
ranoidea-00703_anon-1083	384	183	318	553	417	5	183	1855	anon-1083
anura-05928_uce-3942	396	183	261	401	436	5	183	1677	uce-3942
anura-00678_acadsb-ex3	778	182	230	510	670	5	182	2370	acadsb
ranoidea-02147_ift122-ex1	500	182	233	635	771	5	182	2321	ift122
ranoidea-07184_neo1-ex2	613	182	356	685	339	5	182	2175	neo1
anura-05703_uce-0881	407	181	366	509	506	5	181	1969	uce-0881
anura-04942_tusc3	349	181	232	427	341	5	181	1530	tusc3
ranoidea-05433_lamb2-ex12	334	181	242	318	383	5	181	1458	lamb2
anura-06148_uce-6943	338	181	262	331	317	5	181	1429	uce-6943
ranoidea-01251_chst10-ex1	2103	180	262	2447	2271	5	180	7263	chst10
ranoidea-06217_loc100486629	2177	527	180	969	1657	5	180	5510	loc100486629
anura-00087_anapc2-ex1	1949	180	386	1253	1260	5	180	5028	anapc2
anura-04517_loc108702491	810	180	196	1183	867	5	180	3236	loc108702491
anura-00464_zzef1-ex7	800	190	180	443	511	5	180	2124	zzef1
ranoidea-00585_spata5l1-ex5	1302	200	179	1304	1692	5	179	4677	spata5l1
ranoidea-05523_lrrn1-ex1	1291	179	277	993	865	5	179	3605	lrrn1
anura-02081_ankrd45-ex1	573	179	393	812	244	5	179	2201	ankrd45
anura-01428_steap4-ex2	662	205	179	348	551	5	179	1945	steap4
ranoidea-03705_aass	639	223	179	393	466	5	179	1900	aass
ranoidea-03715_zbbx	432	216	179	588	376	5	179	1791	zbbx
ranoidea-07333_uce-0692	441	179	332	463	367	5	179	1782	uce-0692
anura-04417_fam193a	416	179	255	439	305	5	179	1594	fam193a
ranoidea-03949_acad10-ex2	715	178	376	750	709	5	178	2728	acad10
anura-03324_dph7-ex2	1122	178	377	419	327	5	178	2423	dph7
ranoidea-00674_rpgr-ex3	542	178	207	473	521	5	178	1921	rpgr
anura-05328_flad1l-ex1	423	179	316	178	430	5	178	1526	flad1l
anura-05029_nelfb	411	183	178	252	326	5	178	1350	nelfb
ranoidea-04157_manea	1166	177	267	1130	1258	5	177	3998	manea
ranoidea-01896_pik3ca	629	177	237	979	248	5	177	2270	pik3ca
ranoidea-02658_gpsm3-ex2	640	177	342	511	563	5	177	2233	gpsm3
anura-05775_uce-1904	360	177	413	382	219	5	177	1551	uce-1904
ranoidea-04163_mms22l-ex4	867	185	176	984	859	5	176	3071	mms22l
ranoidea-01201_prc1	433	176	323	377	482	5	176	1791	prc1
anura-01901_loc108716109	675	175	229	402	710	5	175	2191	loc108716109
ranoidea-00577_loc100489579-ex1	545	175	353	687	423	5	175	2183	loc100489579
anura-05716_uce-1043	456	175	345	419	473	5	175	1868	uce-1043
ranoidea-00273_nav2-ex2	315	175	275	445	469	5	175	1679	nav2
anura-01000_tbc1d2b-ex1	178	175	277	481	366	5	175	1477	tbc1d2b
ranoidea-04615_gdpgp1	2758	174	549	2457	1847	5	174	7785	gdpgp1
anura-05272_map3k4-ex3	1318	174	365	984	750	5	174	3591	map3k4
ranoidea-06710_dhx15-ex1	547	174	237	961	688	5	174	2607	dhx15
anura-05166_cc2d1b	1020	300	231	442	174	5	174	2167	cc2d1b
ranoidea-06135_hspb2	366	234	174	814	559	5	174	2147	hspb2
ranoidea-01754_ism1	601	174	276	514	558	5	174	2123	ism1
anura-05021_lars2-ex2	320	174	238	512	489	5	174	1733	lars2
ranoidea-07356_uce-3170	343	174	214	305	371	5	174	1407	uce-3170
anura-05836_uce-2729	664	173	367	673	594	5	173	2471	uce-2729
anura-06011_uce-5125	403	173	317	401	374	5	173	1668	uce-5125
ranoidea-01137_rnft1-ex3	1085	172	253	1125	875	5	172	3510	rnft1
anura-05820_uce-2489	459	172	320	362	344	5	172	1657	uce-2489
ranoidea-05104_tdrp	398	172	225	422	351	5	172	1568	tdrp
ranoidea-02491_atr-ex7	232	172	260	192	382	5	172	1238	atr
ranoidea-04438_tmem259	812	171	706	805	750	5	171	3244	tmem259
ranoidea-06270_lrp11-ex2	874	171	436	690	845	5	171	3016	lrp11
anura-01758_bbs2-ex6	625	171	390	574	653	5	171	2413	bbs2
anura-03677_uhrf1bp1-ex2	480	171	266	563	424	5	171	1904	uhrf1bp1
ranoidea-01087_nmd3	273	171	310	701	295	5	171	1750	nmd3
anura-02326_enox1-ex1	532	171	269	298	266	5	171	1536	enox1
anura-04705_mgme1-ex3	1181	170	230	978	843	5	170	3402	mgme1
ranoidea-04236_mtor-ex5	638	170	326	325	411	5	170	1870	mtor
anura-01078_galnt4	478	170	197	464	454	5	170	1763	galnt4
ranoidea-02202_sart3-ex2	208	170	325	429	527	5	170	1659	sart3
anura-02106_nphp3-ex5	245	170	218	287	331	5	170	1251	nphp3
anura-05669_uce-0398	272	170	219	316	269	5	170	1246	uce-0398
anura-03073_ddhd1	1059	169	360	1282	964	5	169	3834	ddhd1
ranoidea-04440_rin2	874	169	193	1025	968	5	169	3229	rin2
ranoidea-01157_dnah10-ex2	519	169	569	755	877	5	169	2889	dnah10
ranoidea-07384_uce-7468	621	169	190	639	518	5	169	2137	uce-7468
ranoidea-02499_polr3a-ex4	545	169	311	260	501	5	169	1786	polr3a
ranoidea-06071_slc9a5	270	169	194	202	285	5	169	1120	slc9a5
ranoidea-06057_dpy19l3-ex2	721	168	237	509	658	5	168	2293	dpy19l3
anura-05812_uce-2409	394	168	287	348	283	5	168	1480	uce-2409
anura-00469_ankfy1-ex2	354	168	176	347	411	5	168	1456	ankfy1
ranoidea-04939_loc108716896-ex3	657	167	353	600	381	5	167	2158	loc108716896
anura-05373_rptor-ex3	243	220	167	750	454	5	167	1834	rptor
ranoidea-06852_pds5b-ex2	394	167	181	382	330	5	167	1454	pds5b
anura-05855_uce-2933	326	167	285	274	332	5	167	1384	uce-2933
anura-03822_btd	3199	166	608	1613	3017	5	166	8603	btd
ranoidea-07264_rasal3-ex3	2062	166	285	2454	2381	5	166	7348	rasal3
anura-03005_khnyn-ex3	1967	166	170	2568	2441	5	166	7312	khnyn
anura-04240_parp16-ex2	925	166	317	667	596	5	166	2671	parp16
ranoidea-05298_anon-2529	388	166	595	376	436	5	166	1961	anon-2529
anura-04043_pip5kl1-ex1	390	166	207	667	497	5	166	1927	pip5kl1
anura-05332_msl1-ex1	467	286	166	489	364	5	166	1772	msl1
anura-06084_uce-6031	303	166	204	299	285	5	166	1257	uce-6031
ranoidea-06893_kif21a-ex1	985	165	484	1926	991	5	165	4551	kif21a
anura-04738_arhgdib-ex1	833	165	324	763	979	5	165	3064	arhgdib
ranoidea-03393_tsr1-ex2	511	165	263	1208	902	5	165	3049	tsr1
anura-04730_prorsd1p	833	270	165	654	244	5	165	2166	prorsd1p
anura-02480_abhd10-ex1	481	165	224	524	480	5	165	1874	abhd10
anura-05658_uce-0278	344	165	251	399	300	5	165	1459	uce-0278
ranoidea-04627_polg-ex14	1848	164	335	1189	1376	5	164	4912	polg
ranoidea-02761_rab39a-ex1	1444	164	237	902	532	5	164	3279	rab39a
ranoidea-01529_dock6-ex3	986	164	244	579	598	5	164	2571	dock6
anura-05636_cxcr4	460	164	308	434	410	5	164	1776	cxcr4
anura-05810_uce-2387	331	164	243	391	340	5	164	1469	uce-2387
ranoidea-06114_anon-2774	687	163	226	1544	730	5	163	3350	anon-2774
ranoidea-06462_loc100497142-ex2	991	163	227	1000	929	5	163	3310	loc100497142
anura-06025_uce-5313	424	163	340	432	398	5	163	1757	uce-5313
anura-01648_dscr3	360	163	271	532	419	5	163	1745	dscr3
anura-05643_uce-0083	460	163	310	454	320	5	163	1707	uce-0083
anura-06016_uce-5200	296	163	285	296	324	5	163	1364	uce-5200
anura-01849_mlst8-ex1	370	163	225	381	215	5	163	1354	mlst8
ranoidea-00591_armt1-ex3	763	162	491	904	981	5	162	3301	armt1
ranoidea-03099_utp20-ex8	943	200	162	984	746	5	162	3035	utp20
anura-04581_anon-2753	606	162	348	631	528	5	162	2275	anon-2753
anura-03783_slc43a2	518	162	474	663	439	5	162	2256	slc43a2
ranoidea-00925_kctd18l	603	162	459	338	431	5	162	1993	kctd18l
ranoidea-00570_ncoa2-ex1	644	173	162	246	444	5	162	1669	ncoa2
anura-06225_osr2	266	162	402	389	188	5	162	1407	osr2
ranoidea-02556_ap5m1-ex1	2897	161	350	1762	1739	5	161	6909	ap5m1
anura-00887_pitrm1-ex2	690	161	172	192	582	5	161	1797	pitrm1
anura-03638_ccdc146-ex2	633	186	161	320	363	5	161	1663	ccdc146
anura-05807_uce-2353	270	161	329	312	256	5	161	1328	uce-2353
anura-03527_kif7-ex1	657	160	249	512	476	5	160	2054	kif7
anura-03953_rasal2	514	160	328	473	487	5	160	1962	rasal2
ranoidea-01019_loc100496861-ex3	495	159	189	1515	794	5	159	3152	loc100496861
anura-05994_uce-4908	349	159	361	337	384	5	159	1590	uce-4908
anura-00338_arhgef17-ex1	450	270	159	473	203	5	159	1555	arhgef17
anura-02851_aldh18a1-ex2	409	159	207	339	417	5	159	1531	aldh18a1
anura-05330_rapgefl1-ex3	291	159	170	616	242	5	159	1478	rapgefl1
ranoidea-03022_steap1-ex1	1025	158	246	894	913	5	158	3236	steap1
anura-03100_rin3-ex1	558	158	262	448	704	5	158	2130	rin3
ranoidea-02088_setd2	493	158	258	520	362	5	158	1791	setd2
anura-06051_uce-5584	406	158	270	356	352	5	158	1542	uce-5584
ranoidea-01168_aacs-ex1	697	158	198	282	178	5	158	1513	aacs
ranoidea-04720_cdc7-ex2	278	158	350	266	374	5	158	1426	cdc7
anura-05925_uce-3912	338	158	274	270	346	5	158	1386	uce-3912
anura-03523_anon-2295	325	158	298	230	215	5	158	1226	anon-2295
anura-00661_pcyt2	872	157	340	730	1012	5	157	3111	pcyt2
anura-04854_med13l-ex2	516	157	487	743	1006	5	157	2909	med13l
anura-03612_scrn3-ex2	1022	163	157	560	398	5	157	2300	scrn3
anura-05086_nup43-ex2	270	178	157	283	375	5	157	1263	nup43
anura-05186_spg20-ex2	395	190	156	430	397	5	156	1568	spg20
ranoidea-03257_mtfr2	251	156	250	612	175	5	156	1444	mtfr2
anura-04289_nphp4l-ex1	210	156	178	279	298	5	156	1121	nphp4l
anura-04640_htra1s-ex1	559	369	155	1160	1065	5	155	3308	htra1s
